BatchID,NumProcesses,AvgPriority,AvgBurstTime,AvgArrivalTime,BestAlgo,AWT,ATAT,ART
15,10,4.5,9.8,2385.7,SRTF,1.6,11.4,0.9
16,10,4.9,21.6,2523.2,SRTF,30.6,52.2,30.4
17,10,5.2,33.6,2605.6,SRTF,70.7,104.3,58.6
18,10,4.2,27.7,2638.9,RR,104.7,132.4,12.7
19,10,4,21.3,2668.2,SRTF,35.6,56.9,31.3
20,10,4.7,19.7,2725.9,SRTF,28.1,47.8,22.6
21,10,4.3,13.8,2897.6,FCFS,2.7,16.5,2.7
22,10,3.8,15,3311.2,RR,0.9,15.9,0.3
23,10,5.2,16.5,3652.7,SRTF,8.1,24.6,3.4
24,10,4.5,22.1,3823.9,SRTF,33.6,55.7,19
25,10,4.8,18,3912.3,SRTF,27.5,45.5,24.8
26,10,4.8,22.6,3956,SRTF,47.8,70.4,46.5
27,10,4.3,17,4003.2,SRTF,21.4,38.4,17.2
28,10,2.9,18,4091.9,SRTF,21.9,39.9,18.9
29,10,4.8,15.5,4357.2,RR,5.1,20.6,0.9
30,10,4.5,14.3,4853.5,FCFS,0.9,15.2,0.9
31,10,5,16.9,5154.9,SRTF,7.2,24.1,5.6
32,10,5,14.2,5289.6,SRTF,1,15.2,0.7
33,10,3.5,27.7,5452.7,SRTF,51.4,79.1,50.5
34,10,4.2,25.6,5530.8,SRTF,51.3,76.9,49.1
35,10,4.2,14.5,5586.8,SRTF,16.8,31.3,9.4
36,10,4.8,22.3,5637.5,SRTF,32.5,54.8,26.7
37,10,4.4,15,5862,RR,1.6,16.6,0.2
38,10,4.5,15.5,6175.6,SRTF,2,17.5,0.7
39,10,5,25.7,6385.5,RR,92.2,117.9,9.9
40,10,3.5,8.9,6475.6,SRTF,3.6,12.5,1.5
41,10,3.7,22.8,6551.5,SRTF,52,74.8,51.2
42,10,3.8,21.8,6611.6,SRTF,26.3,48.1,22
43,10,5.3,16,6651.5,SRTF,36.7,52.7,33.1
44,10,5.3,23.1,6704.6,SRTF,33.5,56.6,32.6
45,10,4.7,15.5,6839.5,FCFS,26.8,42.3,26.8
46,10,5.9,16.3,7160.4,SRTF,2.5,18.8,1.3
47,10,3.5,18.9,7452.1,SRTF,17.7,36.6,10.7
48,10,3.5,26.9,7622.8,SRTF,9.8,36.7,6.5
49,10,5.6,17.5,7742.5,SRTF,27.6,45.1,25.3
50,10,4.1,34.9,7811.3,SRTF,53.8,88.7,39.2
51,10,4,13.1,7857.6,SRTF,27.5,40.6,24.1
52,10,4.3,22.2,7891.3,SJF,41.5,63.7,41.5
53,10,5,15.6,8021.7,RR,5.3,20.9,0.5
54,10,4.2,13.9,8316.4,RR,2.5,16.4,0.3
55,10,4.4,15.4,8696,SRTF,5.9,21.3,4.4
56,10,6.1,16.6,8845.9,RR,32.6,49.2,5
57,10,3.6,21.6,8954.6,SRTF,36.7,58.3,17.4
58,10,5.4,16.2,9022.7,RR,37,53.2,4.6
59,10,4.1,20.3,9062.6,RR,83.5,103.8,14.4
60,10,5.4,14.2,9092.4,SRTF,18.8,33,15.2
61,10,4.5,15.1,9226.9,SJF,5.2,20.3,5.2
62,10,4.2,15.2,9586.9,SRTF,1.9,17.1,0.6
63,10,3.2,28.6,9762.7,RR,139.3,167.9,10.6
64,10,4,11.5,9852.9,SRTF,5.8,17.3,3.9
65,10,4.8,14.6,9931.6,RR,47.4,62,9
66,10,5,15.4,9966.1,SRTF,20.1,35.5,10.8
67,10,4.4,19.5,10008.3,SRTF,25.1,44.6,8.2
68,10,6,14.7,10080.3,RR,43.5,58.2,7.3
69,10,3.7,15.4,10187.6,FCFS,27.3,42.7,27.3
70,10,2.6,15.8,10537.8,FCFS,2.4,18.2,2.4
71,10,4.6,18.1,10697.8,SRTF,17.7,35.8,16.4
72,10,4,13.6,10788.9,SRTF,5.8,19.4,1.2
73,10,4.1,15.9,10933,SRTF,16.7,32.6,8.9
74,10,4.1,38.5,11010.6,SRTF,53.8,92.3,53
75,10,5.6,13.9,11081.5,RR,44.4,58.3,10
76,10,4.8,20.4,11147.9,SRTF,35,55.4,33.1
77,10,4.6,14.8,11401.4,FCFS,2.9,17.7,2.9
78,10,5,15.9,11705.9,FCFS,13.4,29.3,13.4
79,10,5.5,20.5,11861.7,SRTF,19.9,40.4,14.6
80,10,3.8,14.8,12073.5,RR,6.5,21.3,0.5
81,10,4.4,9.2,12178.5,SRTF,11.5,20.7,10.4
82,10,4.2,21.8,12253.2,SRTF,25.1,46.9,20.1
83,10,5.7,20.8,12329.9,SRTF,33,53.8,31.6
84,10,4.9,21.6,12355.2,SRTF,40.9,62.5,40.6
85,10,5.5,16,12600.3,FCFS,3.6,19.6,3.6
86,10,4.4,14.5,12972.3,RR,5.1,19.6,1
87,10,3.5,18.2,13162,SRTF,15.3,33.5,12.2
88,10,5.5,9,13272.8,SRTF,3,12,0.4
89,10,4.8,27.1,13346.7,SRTF,40.1,67.2,24.2
90,10,4.4,20.5,13403,RR,55.7,76.2,6.7
91,10,4.7,21.4,13462.2,SRTF,42,63.4,41.5
92,10,4.5,14.1,13486.8,SRTF,26.7,40.8,12.1
93,10,4.5,14.2,13648.1,FCFS,6,20.2,6
94,10,4.3,14.2,14078.8,FCFS,2.1,16.3,2.1
95,10,4.6,31.6,14347.2,SRTF,72,103.6,52.8
96,10,4.3,12.1,14531.5,SRTF,3.1,15.2,2.8
97,10,3.8,13.5,14631.8,RR,55.8,69.3,14.6
98,10,4.8,16.4,14675,SRTF,15.8,32.2,12.1
99,10,3.4,12.6,14731.5,SRTF,25.3,37.9,23.8
100,10,3.8,12.3,14786.9,SRTF,8.1,20.4,7.2
101,10,5,14.4,15010.8,FCFS,4.4,18.8,4.4
102,10,4.6,15,15384.2,RR,3.4,18.4,0.4
103,10,4.1,28.2,15536.6,RR,119.7,147.9,11.7
104,10,4.4,9.8,15652.4,SRTF,4.8,14.6,3.6
105,10,4.1,20.5,15742.9,SRTF,30.5,51,20.5
106,10,4.5,24.1,15816.6,RR,113.1,137.2,12
107,10,4,33.1,15853.7,SRTF,93,126.1,66.1
108,10,4.9,20.6,15885.6,SRTF,42,62.6,41.4
109,10,3.5,14.7,16068.5,FCFS,1.4,16.1,1.4
110,10,4.1,14.4,16478.3,RR,1.9,16.3,0.3
111,10,4.4,27.1,16859.4,SRTF,23.6,50.7,12.4
112,10,4,20.2,17030,SRTF,17.5,37.7,14.2
113,10,5.1,10.7,17117.9,SRTF,11,21.7,7.5
114,10,5.2,22.7,17186.9,RR,83.1,105.8,11.4
115,10,4.4,10.9,17241,SRTF,11.7,22.6,9.9
116,10,3.9,27.8,17274.3,SJF,81.2,109,81.2
117,10,5.7,14.7,17623.5,FCFS,0.5,15.2,0.5
118,10,4.5,16,17993.5,RR,1,17,0.5
119,10,5.2,16.3,18209.4,SRTF,5.9,22.2,4.3
120,10,3.4,19.6,18287.5,SRTF,19.7,39.3,8.1
121,10,4.2,25.6,18348.3,SRTF,51.2,76.8,44.2
122,10,5.1,21.2,18385.7,SRTF,31.5,52.7,16.9
123,10,3.6,20.3,18448.4,SRTF,27.4,47.7,27.2
124,10,4.1,21,18491,SRTF,17.4,38.4,15.8
125,10,4.6,14.4,18743.3,RR,1.1,15.5,0.3
126,10,4.4,15.5,19111.9,FCFS,0.3,15.8,0.3
127,10,4.9,19.8,19336,RR,26.7,46.5,1.8
128,10,4.7,21,19495.1,SRTF,7.2,28.2,5.9
129,10,4.7,13.2,19673.4,SRTF,9.2,22.4,4.6
130,10,5.2,22.1,19742.4,SRTF,37.1,59.2,35.8
131,10,5.6,9.4,19809.4,SRTF,6,15.4,1.4
132,10,4.1,18.6,19863.9,SRTF,33.3,51.9,32.1
133,10,6.3,15,20005.6,RR,11.1,26.1,2
134,10,4.4,15.4,20370.4,FCFS,0,15.4,0
135,10,3.8,13.4,20690.2,SRTF,13.4,26.8,10.8
136,10,4.2,18.1,20758.8,RR,29.1,47.2,4.1
137,10,4.5,13.6,20811.3,SRTF,7,20.6,5.2
138,10,4,22.2,20865.5,SRTF,24.8,47,21.7
139,10,4.9,22,20914.3,SRTF,33.9,55.9,22.3
140,10,4,20.4,20941.6,SRTF,43.8,64.2,35.9
141,10,3.3,15.9,21093.2,SJF,4.3,20.2,4.3
142,10,6.3,15.4,21568.2,RR,16.4,31.8,2
143,10,3.3,11.6,21805.5,SRTF,2.5,14.1,0.6
144,10,4.7,19.5,21964.4,SRTF,7.9,27.4,5.9
145,10,4.4,17.3,22121.9,SJF,29.5,46.8,29.5
146,10,4.4,19.2,22179.8,SRTF,37,56.2,35.1
147,10,4.7,20.4,22228.2,RR,81.5,101.9,15.3
148,10,4.4,16.5,22284.6,SRTF,30.9,47.4,21.5
149,10,5.1,15.1,22419.6,SRTF,3.4,18.5,2.2
150,10,4.5,14.9,22712.3,FCFS,3.7,18.6,3.7
151,10,3.5,9.9,22981.2,SRTF,2.5,12.4,1.9
152,10,4.2,13.5,23128.3,SRTF,6.3,19.8,4.8
153,10,3.9,17.1,23224.1,SRTF,24.2,41.3,24
154,10,3.8,18.6,23257.1,SRTF,36.4,55,32.5
155,10,4.3,22.2,23308.9,SRTF,32.3,54.5,28.6
156,10,3.7,17.6,23380.4,SRTF,16.5,34.1,14.7
157,10,4.5,15,23579,RR,1.8,16.8,0.2
158,10,4.8,15.7,23889.3,FCFS,2.9,18.6,2.9
159,10,4.2,27.8,24131,SRTF,52.4,80.2,48.6
160,10,4.8,16.3,24251,SRTF,8.6,24.9,7
161,10,3.3,16.1,24332.5,SRTF,15.6,31.7,11.4
162,10,3.7,20.7,24377.9,SRTF,39.7,60.4,35.8
163,10,3.9,19.5,24433.2,SRTF,32.7,52.2,22.7
164,10,4.8,13.9,24483.5,SRTF,14.4,28.3,7.4
165,10,4,14.6,24763.4,FCFS,0.2,14.8,0.2
166,10,5.3,15,25090.9,FCFS,6,21,6
167,10,3,11.6,25278.8,SRTF,8.2,19.8,6
168,10,4.4,17.8,25384.5,SRTF,10.8,28.6,5.8
169,10,4.4,26,25453.1,SRTF,44.4,70.4,44.1
170,10,4.3,11.2,25499.1,SRTF,7.8,19,1.6
171,10,5.8,16.7,25553.1,SRTF,22.6,39.3,17.6
172,10,5.2,17.5,25619.1,SRTF,41.8,59.3,39
173,10,4.9,14.5,25918.6,SRTF,3,17.5,1.8
174,10,4.2,15.7,26397.7,SRTF,2.8,18.5,0
175,10,4.3,18.9,26602.1,SRTF,13.2,32.1,11.2
176,10,4.2,17,26685.2,SRTF,10.5,27.5,8.2
177,10,5.5,43.1,26772.5,SRTF,78.8,121.9,39.7
178,10,4.5,26.7,26830.9,SRTF,53.8,80.5,26
179,10,3.4,21.6,26863.8,SJF,46.9,68.5,46.9
180,10,4,11.6,26924.7,SRTF,14.1,25.7,9.6
181,10,4.8,14.6,27339.5,RR,2.4,17,0.3
182,10,5.4,13.9,27796.1,RR,15,28.9,2.3
183,10,5.7,22.2,27937.3,RR,55.8,78,5.7
184,10,3.3,20.8,28126.1,SRTF,9.3,30.1,8.1
185,10,3.9,17.4,28243.6,RR,70.4,87.8,9.7
186,10,4.5,13.5,28270,SJF,20,33.5,20
187,10,5.2,16.3,28294.8,SRTF,34.8,51.1,34.5
188,10,4,11.3,28329.4,SRTF,6.8,18.1,6.2
189,10,4.6,13.6,28491.7,FCFS,0.3,13.9,0.3
190,10,4.4,15.7,28736.3,FCFS,4.1,19.8,4.1
191,10,4.1,24.7,28894.5,RR,87.5,112.2,11.3
192,10,4.2,16.1,29014.2,SRTF,16,32.1,13.9
193,10,4.7,35.8,29120.4,SRTF,75.9,111.7,60.1
194,10,4.4,17.3,29155,SRTF,21.8,39.1,20
195,10,3.5,19.3,29197.2,SRTF,57.5,76.8,54.9
196,10,4.2,26.5,29226.2,SRTF,37.8,64.3,35.9
197,10,4.3,15.2,29449.7,FCFS,6.2,21.4,6.2
198,10,3.6,14.7,29723,FCFS,9.4,24.1,9.4
199,10,3.1,21.7,29916.5,SRTF,31,52.7,29.6
200,10,4.1,18.4,30079.4,SRTF,9.2,27.6,3.6
201,10,4.4,19.9,30226.3,SRTF,43,62.9,36.8
202,10,5.2,18.1,30272.9,SRTF,38.6,56.7,30.2
203,10,5.4,12.9,30308.4,SRTF,24.6,37.5,23.9
204,10,5.4,24.3,30363.7,RR,85.5,109.8,10.4
205,10,3.8,15.9,30552.9,FCFS,9.8,25.7,9.8
206,10,3.4,15.1,30792.3,FCFS,13.7,28.8,13.7
207,10,5.4,10.3,30957.9,SRTF,1.2,11.5,0.3
208,10,4.6,19.1,31143.3,SRTF,7.6,26.7,5.4
209,10,4.4,25.3,31257.3,SRTF,29.1,54.4,17.9
210,10,5.4,19.1,31297.1,SRTF,42,61.1,10.6
211,10,3.8,19.3,31321.3,SJF,32.3,51.6,32.3
212,10,4.1,15.6,31354.3,SJF,31.1,46.7,31.1
213,10,4.2,14.4,31566,RR,4.9,19.3,0.7
214,10,5,13.7,31925.5,SJF,9.8,23.5,9.8
215,10,4.6,12.3,32151.8,SRTF,2.7,15,2.3
216,10,3.8,16.3,32269.3,SRTF,12.1,28.4,10
217,10,5.1,16,32355.7,SRTF,18.9,34.9,14.7
218,10,4.9,20.9,32431,SJF,20,40.9,20
219,10,3.7,12.1,32483.7,SRTF,14.9,27,11.1
220,10,5,25.7,32533.1,SRTF,42.4,68.1,41.2
221,10,4.5,14.4,32735.5,FCFS,2.6,17,2.6
222,10,4.2,14.3,33041.1,RR,12,26.3,2
223,10,4,19.3,33198.5,SRTF,14.8,34.1,6.5
224,10,3.7,16.1,33388.2,SRTF,8.7,24.8,7.2
225,10,4.2,20.9,33464.1,SRTF,46.9,67.8,23.8
226,10,4.5,13.2,33518.3,SRTF,12,25.2,9.7
227,10,4.9,22.5,33559.7,SRTF,33.8,56.3,28.7
228,10,4.4,19.2,33604.1,SRTF,26.1,45.3,13.5
229,10,3.7,14.3,33734.2,FCFS,7.5,21.8,7.5
230,10,4.4,14.7,34056.3,FCFS,9,23.7,9
231,10,4.6,29.4,34234.4,SRTF,45.8,75.2,44.9
232,10,4.1,15.4,34366,SRTF,9.2,24.6,7.2
233,10,4.7,20.9,34426.3,SRTF,27.7,48.6,22.8
234,10,3.5,23.5,34481.1,SRTF,38.1,61.6,17
235,10,6.2,26.1,34518,SRTF,47.6,73.7,40.9
236,10,5.1,24.3,34559.6,SRTF,39.6,63.9,31.4
237,10,3.9,15.4,34849.3,RR,2.7,18.1,0.5
238,10,4.4,15.2,35281.6,FCFS,4,19.2,4
239,10,5.3,26.6,35525.6,SRTF,14.9,41.5,14.1
240,10,4.4,18.5,35757.8,SRTF,9.9,28.4,7.4
241,10,3.2,25.9,35903.7,SRTF,15.4,41.3,13.8
242,10,5.3,20,35970.1,SRTF,23.9,43.9,17.2
243,10,4.7,20.1,36023.1,SRTF,37,57.1,36.5
244,10,5.7,20.7,36061.8,SRTF,40.7,61.4,37.9
245,10,4.4,14.7,36187.7,SRTF,5.6,20.3,4.3
246,10,4,14.1,36470.7,RR,4.1,18.2,0.4
247,10,4.2,22.2,36642.2,SRTF,35.8,58,34.8
248,10,4,12.1,36771.2,SRTF,4,16.1,2.3
249,10,3.7,24,36883.8,RR,111.5,135.5,9.8
250,10,4.3,22.9,36929.4,SRTF,44.3,67.2,40.4
251,10,4.9,16.3,36965.6,SRTF,35.3,51.6,34
252,10,4.1,20.2,37008.9,SRTF,37.4,57.6,36.5
253,10,5,15.2,37215.9,RR,4.3,19.5,0.6
254,10,4.9,15.1,37622.2,RR,1.7,16.8,0.3
255,10,4.6,22.4,37820.2,SJF,38.1,60.5,38.1
256,10,4.4,20,37951.3,SRTF,9.2,29.2,2
257,10,5.7,13.8,38051.5,SJF,16.1,29.9,16.1
258,10,5.1,21.2,38109.1,SRTF,41.1,62.3,31
259,10,3.6,22.6,38164.8,SRTF,43.8,66.4,42.9
260,10,4.9,25.5,38202.6,SRTF,41.7,67.2,25.6
261,10,4.1,14.4,38409.9,RR,6.6,21,0.5
262,10,3.8,16.3,38789.7,FCFS,5.9,22.2,5.9
263,10,3.5,17.6,39116.3,SRTF,1.7,19.3,1
264,10,4.3,12.5,39335.3,SRTF,3.9,16.4,2.3
265,10,5.3,12.8,39436.1,SRTF,14.2,27,13.4
266,10,4.5,27.2,39513.4,SRTF,53.3,80.5,51.9
267,10,4.5,18.2,39542.3,SRTF,44.6,62.8,35.8
268,10,3.3,14.5,39582.9,SRTF,11.3,25.8,10.8
269,10,4.5,14.5,39801.9,RR,4.9,19.4,0.5
270,10,4.1,15.8,40159.9,RR,5.5,21.3,1.1
271,10,3.9,20.6,40365.8,SRTF,18.8,39.4,15.6
272,10,3.2,22.9,40454.2,SRTF,38.3,61.2,37.5
273,10,4.6,20.5,40513.5,SRTF,18.9,39.4,11.6
274,10,5,27.7,40560.2,SRTF,34.5,62.2,34
275,10,4.2,15.1,40608.4,SRTF,31.4,46.5,24.1
276,10,4.5,19.8,40649.6,SRTF,44.2,64,26
277,10,5.3,15.1,40996.1,RR,7,22.1,1
278,10,5.1,15.3,41553.2,RR,3.9,19.2,0.6
279,10,4.3,13.1,41818.7,SRTF,3.4,16.5,1.2
280,10,4,14.9,42062.1,SRTF,4.4,19.3,0.3
281,10,4.8,19.3,42205.2,SRTF,35.4,54.7,33.7
282,10,4.5,14.7,42245.8,SRTF,22.7,37.4,17.3
283,10,4.5,18.4,42308.5,SJF,31.5,49.9,31.5
284,10,4.6,13.5,42334.6,RR,65.8,79.3,13.6
285,10,4.6,14.1,42572.2,FCFS,1.2,15.3,1.2
286,10,3.6,14.9,42900.5,FCFS,4.4,19.3,4.4
287,10,4.7,25.1,43095.7,RR,82.4,107.5,9.5
288,10,2.9,16.2,43243.5,SRTF,6.2,22.4,4.1
289,10,4.7,12.3,43362.3,SRTF,21.9,34.2,18.8
290,10,4.1,20.7,43396.5,SRTF,46.8,67.5,29.2
291,10,3.4,14.9,43417.9,SJF,31.6,46.5,31.6
292,10,5.1,14.8,43448.1,SRTF,33.3,48.1,29.8
293,10,6.1,15.3,43665.9,FCFS,4.8,20.1,4.8
294,10,5,14.8,43887.9,RR,6.2,21,0.9
295,10,4.7,14.2,44080.4,SRTF,2.9,17.1,1.8
296,10,3.4,12.7,44231.1,SRTF,7,19.7,4.7
297,10,5.2,21.9,44315.7,SRTF,31.7,53.6,31.3
298,10,4.1,19.7,44355.9,SRTF,20.8,40.5,20.5
299,10,4.6,12.1,44408.1,SRTF,15,27.1,8.5
300,10,4.8,12.3,44450.7,SRTF,20.9,33.2,20.4
301,10,4.6,14.4,44618.5,FCFS,3,17.4,3
302,10,4.3,15.3,44855.8,FCFS,2.2,17.5,2.2
303,10,3.5,13.3,45003.9,SRTF,7.2,20.5,6.7
304,10,3.9,14.1,45087.6,SRTF,6.9,21,3.7
305,10,3.4,18,45170.7,SRTF,38.6,56.6,38.4
306,10,4.5,16.5,45200.4,SRTF,22.3,38.8,16.5
307,10,4.6,18.5,45239.5,SRTF,16.8,35.3,15.4
308,10,4.5,24.6,45277.6,SRTF,66.5,91.1,42
309,10,4,14.9,45446.5,FCFS,1.5,16.4,1.5
310,10,5.6,14.5,45803.4,RR,2.2,16.7,0.2
311,10,4.1,8.7,46041.3,SRTF,2.7,11.4,0.4
312,10,4.6,17.6,46181.2,SRTF,9.4,27,8.5
313,10,4,14,46278.5,SRTF,16.8,30.8,15.9
314,10,3.9,17.4,46330.4,SRTF,21.9,39.3,18.7
315,10,4.1,19.3,46362.5,SRTF,38.3,57.6,38
316,10,5.4,23,46402.5,SRTF,26.2,49.2,20.4
317,10,3.1,17.2,46604.2,RR,5.9,23.1,0.6
318,10,4.5,14.6,46913.9,RR,8.2,22.8,0.5
319,10,4.7,10.4,47118,SRTF,2.5,12.9,1.8
320,10,5,13.7,47196.9,SRTF,10.3,24,10
321,10,4.1,26.4,47249.6,SRTF,68.2,94.6,54.1
322,10,4.2,14.9,47307.7,SRTF,16.7,31.6,10.3
323,10,4.1,19.7,47367.4,SRTF,38,57.7,29.5
324,10,4.9,15.2,47409.9,SRTF,22.5,37.7,21.7
325,10,4.5,14.6,47568.3,FCFS,14,28.6,14
326,10,3.6,14.3,47920.9,RR,4.6,18.9,0.3
327,10,5,19.2,48093.1,SRTF,17.6,36.8,12.1
328,10,4.9,18.4,48224.6,SRTF,14.4,32.8,12.3
329,10,4.7,20.1,48339.1,SRTF,25.1,45.2,22.4
330,10,4,24.2,48393.3,SRTF,38.6,62.8,34.2
331,10,6.1,13.6,48463.2,RR,49.6,63.2,10.8
332,10,4.1,21.1,48503.9,RR,106.7,127.8,15.2
333,10,5,14.4,48638.2,SJF,5.7,20.1,5.7
334,10,6.2,15.5,49008.5,RR,4.1,19.6,0.9
335,10,4.9,18.2,49215.4,SRTF,13,31.2,7.7
336,10,4.3,10.2,49375.8,FCFS,3.2,13.4,3.2
337,10,5.1,25.3,49472.8,RR,96.7,122,9.1
338,10,4.3,17.3,49551.4,SRTF,15.7,33,13.1
339,10,5.2,30,49617.2,SRTF,63.8,93.8,54.1
340,10,3.9,20.7,49644.9,SRTF,34,54.7,33.5
341,10,5.3,14.6,49985.2,RR,1.6,16.2,0.3
342,10,4.3,13.7,50538.3,FCFS,5.6,19.3,5.6
343,10,3.8,26.2,50787.8,SRTF,17.9,44.1,17.3
344,10,4.6,19.7,50998.8,SRTF,8.6,28.3,8.1
345,10,5.2,21.4,51089.6,SRTF,28.8,50.2,27.9
346,10,3.9,23.7,51156.2,SRTF,40.3,64,30.3
347,10,4,19.5,51218.9,RR,71.7,91.2,12.3
348,10,5.3,17.2,51278.5,SRTF,21.4,38.6,15.2
349,10,3.8,15,51474.6,SRTF,6.8,21.8,5.6
350,10,4.2,14.7,51933,RR,3.3,18,0.4
351,10,3.5,17.5,52138.5,SRTF,9.1,26.6,6.3
352,10,4.4,23.4,52263.7,SRTF,22.4,45.8,19.9
353,10,5.3,18.9,52337.9,SJF,33.1,52,33.1
354,10,5.2,37.5,52371,RR,113.2,150.7,11.2
355,10,4.8,15.6,52416.9,SRTF,18.6,34.2,17.7
356,10,4.8,24.1,52481,SJF,49.3,73.4,49.3
357,10,4.3,15,52767.5,SRTF,3.6,18.6,2.3
358,10,5.5,15,53337.2,FCFS,3.1,18.1,3.1
359,10,5,22.2,53595.1,SRTF,22.5,44.7,20.5
360,10,4.3,15,53721.2,SRTF,9.8,24.8,9
361,10,4.9,18.1,53827.9,SRTF,25.6,43.7,10
362,10,5.7,15,53876.2,SRTF,11.6,26.6,8.9
363,10,5.1,26.2,53914.8,SRTF,53.3,79.5,53.1
364,10,4.3,21.5,53948.6,SRTF,49.1,70.6,48.2
365,10,4.8,14.3,54100,FCFS,1.9,16.2,1.9
366,10,4.7,15.2,54530.8,FCFS,0.3,15.5,0.3
367,10,4.6,9.5,54819.5,SRTF,0.9,10.4,0.4
368,10,4.7,15.5,55047.1,SRTF,6.1,21.6,4.4
369,10,5.6,15.1,55185.7,SJF,21.3,36.4,21.3
370,10,4.6,18.3,55254.6,SRTF,17.7,36,15.6
371,10,3.5,19.6,55314,SRTF,48,67.6,47.6
372,10,4.1,11.6,55385.5,SRTF,10.8,22.4,8.8
373,10,4.4,14.9,55600.6,FCFS,1.5,16.4,1.5
374,10,4.8,15.8,56047.2,FCFS,2.1,17.9,2.1
375,10,4.8,27.3,56308.6,SRTF,20.6,47.9,19.3
376,10,3.8,17.5,56453.1,RR,33.7,51.2,5.8
377,10,4.6,24.4,56504.8,SJF,55.2,79.6,55.2
378,10,5.5,21.1,56556.1,SRTF,30.6,51.7,28.1
379,10,4.3,19.7,56611,SRTF,21.8,41.5,6
380,10,4.6,13.8,56652.2,SRTF,24.9,38.7,24.2
381,10,4.7,15.6,56930.9,RR,25.1,40.7,3.3
382,10,4.1,15.5,57583.4,RR,2.5,18,0.2
383,10,5.6,11,57867.9,SRTF,3.4,14.4,0.5
384,10,5.2,21.5,57988.8,SRTF,25.2,46.7,7.1
385,10,4.5,12.8,58092.2,SRTF,10.1,22.9,6.5
386,10,3.7,22.6,58164,SRTF,24.9,47.5,24.1
387,10,3.9,21.9,58207.8,SRTF,35.6,57.5,35
388,10,4.1,12.7,58246,SRTF,11.6,24.3,5.5
389,10,5,15.6,58398.8,FCFS,13.8,29.4,13.8
390,10,5.2,14.9,58605.7,FCFS,12.4,27.3,12.4
391,10,4.6,14.4,58700.3,SRTF,10,24.4,9.5
392,10,4.2,17.3,58831.4,SRTF,9.9,27.2,7.7
393,10,4.3,14.3,58944.4,SRTF,26.2,40.5,23.3
394,10,5.6,11.7,58993.8,SRTF,18.8,30.5,16.9
395,10,4.5,20.8,59041.3,RR,56.4,77.2,10.8
396,10,4.3,24.6,59079.2,SRTF,47.8,72.4,20.7
397,10,5.2,14.6,59198.9,FCFS,4.5,19.1,4.5
398,10,4,14.3,59480.7,RR,4.8,19.1,0.7
399,10,4.7,14.6,59787.8,SJF,3.2,17.8,3.2
400,10,5.1,19.4,59894.3,SRTF,18.7,38.1,17.7
401,10,4.5,19.6,59957.6,SRTF,30.5,50.1,21.4
402,10,4,14.1,59988.6,SRTF,12.1,26.2,11.8
403,10,5,23.5,60038.1,RR,89.9,113.4,12.3
404,10,4.3,25.5,60075.1,SRTF,51.8,77.3,46.1
405,10,4.1,15.5,60169.7,SRTF,5.7,21.2,4.4
406,10,3.4,13.4,60400,FCFS,3.5,16.9,3.5
407,10,3.6,19,60649.3,SRTF,5,24,3.1
408,10,3.9,18.8,60802,SRTF,15.3,34.1,13.8
409,10,4.7,13.9,60873.2,SRTF,19.9,33.8,12.6
410,10,4.8,21.4,60937.4,SRTF,38.5,59.9,22.6
411,10,5.1,12.4,60977,SRTF,18.6,31,18.1
412,10,4.4,23.6,61017.9,SRTF,45.5,69.1,20.2
413,10,4.8,15.2,61165,SJF,3.2,18.4,3.2
414,10,4.3,14.9,61455.4,FCFS,1.3,16.2,1.3
415,10,4.2,14,61691.6,SRTF,11.6,25.6,6.7
416,10,4.9,23,61801.9,SRTF,19.9,42.9,17.8
417,10,4.8,27.5,61917.4,SRTF,36.6,64.1,22.7
418,10,5.7,30.2,61973.8,SRTF,51.7,81.9,49
419,10,4.3,19.3,62013.6,RR,90.5,109.8,11.3
420,10,4.4,19.2,62060,SRTF,22.7,41.9,14
421,10,4.5,15.7,62265.4,FCFS,6.4,22.1,6.4
422,10,4.4,14.4,62567.6,FCFS,4,18.4,4
423,10,5.7,12.8,62827.9,SRTF,4.9,17.7,3.3
424,10,4,16.9,63050.9,SRTF,1.3,18.2,0.7
425,10,5.3,21.5,63203.5,SRTF,39,60.5,37.3
426,10,5.4,13.7,63299.8,SRTF,11.7,25.4,5.9
427,10,3.4,22.9,63347.3,RR,112.9,135.8,13.1
428,10,4.6,22.7,63386.1,SRTF,39.2,61.9,38.5
429,10,4.5,15.6,63540.6,FCFS,2,17.6,2
430,10,4.4,14.5,63783.4,FCFS,6.1,20.6,6.1
431,10,5.1,26,63998,SRTF,22.7,48.7,22.1
432,10,4.5,8.9,64152.9,SRTF,2.2,11.1,1.7
433,10,4.8,13.5,64252.7,SRTF,13.8,27.3,13.2
434,10,3.2,7.8,64328.8,SRTF,1.6,9.4,1.3
435,10,4.5,20.8,64375,SRTF,39,59.8,26.1
436,10,4.2,28.3,64421.4,SRTF,53,81.3,51.1
437,10,5.8,16.1,64663.7,RR,1.8,17.9,0.2
438,10,4.2,15.3,65087,RR,3.3,18.6,0.4
439,10,5.2,12.9,65339.5,SRTF,1.1,14,0.2
440,10,4.5,10.2,65488.3,SRTF,1.9,12.1,0.3
441,10,5.9,20.6,65570.1,SRTF,29.7,50.3,29.6
442,10,3.6,13.9,65608.8,SRTF,13.8,27.7,12.1
443,10,4.8,20.7,65657.2,SRTF,43,63.7,42.6
