BatchID,NumProcesses,AvgPriority,AvgBurstTime,AvgArrivalTime,BestAlgo,AWT,ATAT,ART
444,10,4.7,25.9,65707.5,RR,69.7,95.6,7.5
445,10,4.9,15.2,66028,FCFS,4.4,19.6,4.4
446,10,4.8,15.1,66365.5,RR,11.2,26.3,1.5
447,10,4,23.7,66522.1,SRTF,24.6,48.3,23.6
448,10,5.1,19.3,66681.3,SRTF,11.3,30.6,10.8
449,10,5.5,20.6,66751.4,SRTF,31.3,51.9,30
450,10,4.7,25.6,66787.7,SRTF,49,74.6,32.6
451,10,4.5,15.3,66832.9,SRTF,10,25.3,2.3
452,10,4.6,17,66866.7,SJF,39.2,56.2,39.2
453,10,3.8,15.6,66982.4,SRTF,10.2,25.8,8.8
454,10,3.6,14.8,67245.4,FCFS,2.4,17.2,2.4
455,10,5.2,20.4,67569,SRTF,32.2,52.6,31.3
456,10,3.4,20.5,67767.2,SRTF,15.9,36.4,11
457,10,4,11.1,67841.5,SRTF,13.7,24.8,10.9
458,10,4.6,19.8,67911.6,SRTF,29.8,49.6,22.6
459,10,3.4,24.5,67964,RR,110,134.5,15.6
460,10,4.5,28.9,67995.2,SRTF,59.5,88.4,55.3
461,10,4.4,14.4,68142.8,FCFS,4,18.4,4
462,10,4,15.4,68332.1,RR,22,37.4,4.9
463,10,4,26.5,68458.7,SRTF,26.7,53.2,21.5
464,10,4.7,15.7,68648.3,SRTF,2.2,17.9,1.1
465,10,5.2,14.7,68784.1,SRTF,9.5,24.2,7.8
466,10,4.5,19.4,68887.5,RR,60.3,79.7,5.7
467,10,4.4,23.6,68926.8,SRTF,38.9,62.5,34.5
468,10,3.5,22.6,68953.8,SRTF,53.2,75.8,50.1
469,10,4.7,14.7,69091.4,SRTF,4.7,19.4,3.5
470,10,4.1,14.8,69439.4,RR,3.5,18.3,0.4
471,10,3.7,16.8,69640.2,SRTF,19.8,36.6,17.9
472,10,4.9,23,69717.9,SRTF,32.9,55.9,28.1
473,10,4.3,9.5,69814.1,SRTF,10.8,20.3,8.1
474,10,4.9,26.2,69859.2,SRTF,49.5,75.7,48.1
475,10,4.6,19.9,69901.6,SRTF,20.1,40,17.5
476,10,4.6,18.7,69934,SRTF,44.3,63,29.5
477,10,4.8,13.8,70027,FCFS,7.5,21.3,7.5
478,10,4.6,14.5,70466.5,RR,5.5,20,0.5
479,10,4.6,25.1,70691.5,SRTF,42.5,67.6,29.3
480,10,4.8,8.2,70822.4,SRTF,2.2,10.4,0.6
481,10,3.7,14.9,70917.9,SRTF,21.6,36.5,19.7
482,10,3.8,21.4,70981.3,SRTF,34,55.4,20
483,10,4.9,29.7,71028,RR,123.1,152.8,13.3
484,10,4.2,22.3,71071.5,SRTF,38.1,60.4,35.2
485,10,4.4,15.5,71345.4,FCFS,4,19.5,4
486,10,3.2,14.9,71876.6,FCFS,4.9,19.8,4.9
487,10,5,23.9,72133.7,RR,68.6,92.5,8.9
488,10,3.8,19.1,72359,SRTF,10.5,29.6,9.4
489,10,4.5,9.8,72468.8,SRTF,3.6,13.4,0.8
490,10,4,26.3,72517.8,SRTF,61.8,88.1,60.6
491,10,4.6,15.5,72547.9,RR,38.4,53.9,6.6
492,10,6,17.7,72612,SRTF,29.2,46.9,26.8
493,10,5.8,15.8,72808.9,RR,5.6,21.4,0.9
494,10,4.4,15.4,73107.5,RR,9.2,24.6,0.9
495,10,4.3,19.7,73347.8,SRTF,10.2,29.9,9.5
496,10,3.7,25.8,73464.1,RR,64,89.8,6.4
497,10,5.3,9.2,73572.8,SRTF,11.8,21,9.5
498,10,4.7,20.9,73638.1,SRTF,35.4,56.3,20.1
499,10,4.9,23.3,73689.9,SRTF,51.3,74.6,37.8
500,10,5.9,15.5,73739,SRTF,13.2,28.7,13
501,10,4.9,14.4,73974.8,FCFS,4.3,18.7,4.3
502,10,4.6,15.4,74245.7,RR,8.7,24.1,0.5
503,10,3.8,20.6,74439.3,SRTF,10.2,30.8,8
504,10,3.3,20,74571.9,RR,42.6,62.6,6.4
505,10,5.3,29,74680.6,SJF,54.9,83.9,54.9
506,10,4.2,20.2,74732.6,SRTF,34,54.2,33.3
507,10,3.9,18.9,74775.5,SJF,36.7,55.6,36.7
508,10,4.5,20,74823.3,SRTF,26.4,46.4,19.9
509,10,4.9,15.8,75006.1,FCFS,4,19.8,4
510,10,4.2,15.4,75351.4,FCFS,2.4,17.8,2.4
511,10,4.5,18.6,75657,SRTF,2.5,21.1,1
512,10,5.2,15.7,75841.6,SRTF,8.8,24.5,5.7
513,10,4.8,18.2,75904.9,SRTF,34,52.2,32.8
514,10,3.9,19.4,75945.5,SRTF,28.4,47.8,14
515,10,4.1,12.2,76010.1,SJF,24.8,37,24.8
516,10,4,24,76055.9,SRTF,62.2,86.2,57.3
517,10,4.4,14.4,76241.8,RR,7.8,22.2,0.9
518,10,5.3,14.6,76648.4,FCFS,3.6,18.2,3.6
519,10,4.3,19,76812.6,SRTF,13.5,32.5,8.4
520,10,4.7,25.5,76887.1,SRTF,53.6,79.1,51.8
521,10,4.1,21.2,76942.1,SRTF,34.3,55.5,24.4
522,10,3.5,32.9,76999.6,SRTF,55.2,88.1,52.7
523,10,4.7,19.6,77053.2,SRTF,41,60.6,40.7
524,10,4.1,20.8,77089.3,FCFS,69.2,90,69.2
525,10,4.8,14.3,77265.2,FCFS,3.7,18,3.7
526,10,5.5,14.6,77664.1,RR,5,19.6,0.5
527,10,3.6,24.5,77942,SRTF,18.5,43,9.6
528,10,4.4,17.9,78100.3,SRTF,9.4,27.3,7.2
529,10,4.1,24.7,78194.5,SRTF,29.8,54.5,25.3
530,10,4.3,23.1,78234.1,SRTF,43.5,66.6,41.3
531,10,4.1,13.7,78281.8,SRTF,14.1,27.8,4.1
532,10,3.6,18.9,78329.5,SRTF,25.8,44.7,24.9
533,10,4.4,15.8,78464.1,RR,15.2,31,2.1
534,10,3.5,15.3,78770.2,RR,16.7,32,2.9
535,10,5.1,9.1,79010.3,SRTF,3.8,12.9,2.3
536,10,4.8,6.7,79136.7,SRTF,1.3,8,1
537,10,5.1,35.7,79238.6,SRTF,78.2,113.9,67.1
538,10,5.2,16.1,79289.2,SRTF,19.9,36,13.5
539,10,4,15.3,79354.5,SRTF,25.5,40.8,6.3
540,10,3.6,20.7,79386.1,SRTF,55.8,76.5,47.1
541,10,4.3,14.7,79576.6,FCFS,3,17.7,3
542,10,4.1,15.1,79862.7,RR,10.2,25.3,1.3
543,10,4.9,16.5,80170.2,SRTF,9,25.5,7.8
544,10,4.4,15.6,80284.2,SRTF,7.1,22.7,4.5
545,10,3.7,21.6,80360.7,SRTF,38.8,60.4,32.7
546,10,6.3,13.9,80409.3,SRTF,10.2,24.1,7.7
547,10,4.8,17.1,80466.4,SRTF,20.2,37.3,19.8
548,10,4.8,19.9,80530.4,SRTF,27.1,47,25
549,10,4.3,15.7,80818.9,RR,14.5,30.2,1.8
550,10,5.7,14.6,81170.3,RR,4.9,19.5,0.3
551,10,4,20.9,81362.6,SRTF,23.2,44.1,20.7
552,10,4.4,15.7,81523.8,SRTF,16.4,32.1,14.8
553,10,5.4,34.7,81592.9,SRTF,28.9,63.6,27.7
554,10,3.7,28.2,81649.1,SRTF,32.2,60.4,15.7
555,10,4.9,20.8,81695.3,SJF,35.1,55.9,35.1
556,10,4.5,14.1,81740.9,RR,60.5,74.6,14.9
557,10,4.9,15.6,81942,RR,1.8,17.4,0.4
558,10,3.5,15.7,82181.4,RR,13.1,28.8,2.1
559,10,5.1,15.8,82391.2,SRTF,3.6,19.4,1.8
560,10,3.3,8.2,82537.5,SRTF,0.7,8.9,0.3
561,10,4.2,18.9,82621.7,SRTF,25.9,44.8,22.7
562,10,4.8,18.9,82663.9,SRTF,43,61.9,33.3
563,10,4.3,15.4,82708.2,SRTF,20.3,35.7,14.7
564,10,3.6,17.2,82741.1,SRTF,26.7,43.9,25.5
565,10,3.9,14.4,82947.6,FCFS,4.4,18.8,4.4
566,10,3.9,15.5,83211.2,FCFS,4.7,20.2,4.7
567,10,5.4,14.3,83344.4,SRTF,7.7,22,5.1
568,10,4.3,17.5,83469.3,SRTF,8.9,26.4,6.6
569,10,4.3,15.9,83545,SRTF,15.3,31.2,8.9
570,10,4.8,20.1,83615.7,SRTF,22.7,42.8,22.4
571,10,5.2,39.2,83652.9,SRTF,104.5,143.7,102.9
572,10,5.3,16.4,83701.2,SRTF,14.2,30.6,10.9
573,10,4.5,15.6,83847.6,SJF,9.6,25.2,9.6
574,10,3.4,14.8,84248.8,FCFS,1.6,16.4,1.6
575,10,6,12.7,84422.8,SRTF,7.2,19.9,4.8
576,10,4,13.4,84605.5,SRTF,7.7,21.1,0.6
577,10,4.4,20.2,84665.8,SRTF,32.3,52.5,25.4
578,10,4.9,13.1,84719.2,RR,28.7,41.8,7.9
579,10,3.9,20.2,84775.6,SRTF,22.2,42.4,17.2
580,10,4.1,15.3,84819.7,SRTF,19.4,34.7,18.7
581,10,3.9,15.5,85114.5,FCFS,3.9,19.4,3.9
582,10,4.6,15.4,85343,RR,19.1,34.5,3.2
583,10,3.9,26.2,85491.8,SRTF,33.1,59.3,31.3
584,10,3.4,9.6,85622,SRTF,1.8,11.4,0.7
585,10,4.4,29.3,85708.4,SRTF,52.6,81.9,46.2
586,10,4.9,25.4,85746.6,SRTF,48.6,74,3.4
587,10,4.5,25.5,85785.4,SRTF,42.9,68.4,35.4
588,10,5.2,14.7,85854.1,SRTF,23.9,38.6,22.7
589,10,5.1,15.1,85990.7,RR,16.2,31.3,2.9
590,10,4.5,12.7,86293.2,RR,12.1,24.8,2
591,10,4.4,9.1,86502.2,SRTF,2.1,11.2,0.5
592,10,5.5,16.6,86660.4,SRTF,22.1,38.7,9.5
593,10,4.4,13.5,86705.9,SRTF,17.2,30.7,11.9
594,10,5,31.8,86739.3,SRTF,71.8,103.6,68.3
595,10,4.2,10.4,86803.3,RR,35.4,45.8,10.5
596,10,5.1,21.6,86845.2,RR,66.3,87.9,7.9
597,10,3.6,16.2,87101.3,FCFS,2.8,19,2.8
598,10,4.4,15.1,87477.8,FCFS,2.1,17.2,2.1
599,10,4.2,10.9,87663,SRTF,7.1,18,4.2
600,10,5.2,15.7,87775.8,SRTF,5.5,21.2,4.3
601,10,4.8,29.8,87863.7,SRTF,57.3,87.1,56.1
602,10,4.9,19.5,87920.9,SRTF,40.5,60,39
603,10,4.5,20,87982.4,SRTF,29.8,49.8,27.5
604,10,4.5,14.2,88041.7,SRTF,18.9,33.1,7.7
